Title	IMDB	Budget	 Dom  Box  Office 	 Intl  Box  Office 	Score	Year	Writers	Directors	Producers	 Female  Character  Percentage 	 Female  Talk  Percentage 	 Female  Writer  Percentage 	 Female  Director  Percentage 	 Female  Producer  Percentage 	 Overall  Female  Production  Percentage 
Crooklyn	109504	-6	-4	20734457.5	3	1994				-6	-7	-8	-5	-5	-5
   Dolores    Claiborne   	109642	-6	-4	46701699	3	1995	"  [['Stephen    King',    'm'],    ['Tony    Gilroy',    'm']]  "	"  [['Taylor    Hackford',    'm']]  "	"  [['Taylor    Hackford',    'm'],    ['Charles    Mulvehill',    'm']]  "	0.428571429	0.708832885	0	0	0	0
 Dumb  &amp;  Dumber 	109686	-6	-4	392268404.4	2	1994				-6	-7	-8	-5	-5	-5
 Ed  Wood 	109707	-6	-4	9278908.246	3	1994				-6	-7	-8	-5	-5	-5
 Forrest  Gump 	109830	-6	-4	1081604545	1	1994				-6	-7	-8	-5	-5	-5
 The  Hudsucker  Proxy 	110074	-6	-4	23781508.76	1	1994				-6	-7	-8	-5	-5	-5
 Legends  of  the  Fall 	110322	-6	-4	255519838.4	3	1994				-6	-7	-8	-5	-5	-5
 The  Lion  King 	110357	-6	-4	1516983652	1	1994				-6	-7	-8	-5	-5	-5
 Little  Women 	110367	-6	-4	79605177.91	3	1994				-6	-7	-8	-5	-5	-5
 The  Mask 	110475	-6	-4	559778680.4	1	1994				-6	-7	-8	-5	-5	-5
 Naked  Gun  33  1/3:  The  Final  Insult 	110622	-6	-4	81258552.53	2	1994				-6	-7	-8	-5	-5	-5
 Police  Academy:  Mission  to  Moscow 	110857	-6	-4	200985.0686	1	1994				-6	-7	-8	-5	-5	-5
Priest	110889	-6	-4	133973074.3	3	1994				-6	-7	-8	-5	-5	-5
 Pulp  Fiction 	110912	-6	-4	338982247.5	3	1994				-6	-7	-8	-5	-5	-5
 The  Santa  Clause 	111070	-6	-4	302161295.3	1	1994				-6	-7	-8	-5	-5	-5
 The  Shadow 	111143	-6	-4	50682224.38	0	1994				-6	-7	-8	-5	-5	-5
 The  Shawshank  Redemption 	111161	-6	-4	44960373.42	0	1994				-6	-7	-8	-5	-5	-5
 The  Specialist 	111255	-6	-4	91321137.23	1	1994				-6	-7	-8	-5	-5	-5
Speed	111257	-6	-4	450853945.4	3	1994				-6	-7	-8	-5	-5	-5
Stargate	111282	-6	-4	312932229.3	1	1994				-6	-7	-8	-5	-5	-5
 Street  Fighter 	111301	-6	-4	158281255.9	3	1994				-6	-7	-8	-5	-5	-5
Timecop	111438	-6	-4	162469137.4	1	1994				-6	-7	-8	-5	-5	-5
 True  Lies 	111503	-6	-4	581557013.8	1	1994				-6	-7	-8	-5	-5	-5
 Pride  and  Prejudice 	112130	-6	-4	187249361.2	3	1995				-6	-7	-8	-5	-5	-5
   Ace    Ventura:    When    Nature    Calls   	112281	-6	-4	207775067	0	1995	"  [['Steve    Oedekerk',    'm']]  "	"  [['Steve    Oedekerk',    'm']]  "	"  [['Gary    Barber',    'm'],    ['Andrew    G.    La    Marca',    'm'],    ['James    G.    Robinson',    'm']]  "	-1.5	-1.5	0	0	0	0
   The    Addiction   	112288	-6	-4	579687	3	1995	"  [['Nicholas    St.    John',    'm']]  "	"  [['Abel    Ferrara',    'm']]  "	"  [['Denis    Hann',    'NULL'],    ['Preston    L.    Holmes',    'm'],    ['Russell    Simmons',    'm'],    ['Fernando    Sulichin',    'm']]  "	-1.5	-1.5	0	0	0	0
   The    American    President   	112346	-6	-4	206804994	3	1995	"  [['Aaron    Sorkin',    'm']]  "	"  [['Rob    Reiner',    'm']]  "	"  [['Charles    Newirth',    'm'],    ['Rob    Reiner',    'm'],    ['Jeffrey    Stott',    'm']]  "	0.421052632	0.340927167	0	0	0	0
 The  American  President 	112346	-6	-4	166969914.3	3	1995				-6	-7	-8	-5	-5	-5
   Antonia's    Line   	112379	-6	-4	9246107	3	1995	"  [['Marleen    Gorris',    'f']]  "	"  [['Marleen    Gorris',    'f']]  "	"  [['Gerard    Cornelisse',    'm'],    ['Judy    Counihan',    'f'],    ['Hans    de    Weers',    'm'],    ['Hans    de    Wolf',    'm'],    ['Antonino    Lombardo',    'NULL'],    ['Margaret    Matheson',    'f'],    ['Wim    Od',    'NULL']]  "	-1.5	-1.5	1	1	0.285714286	0.444444444
   Apollo    13   	112384	-6	-4	333247318	3	1995	"  [['Jim    Lovell',    'm'],    ['Jeffrey    Kluger',    'm'],    ['William    Broyles    Jr.',    'm'],    ['Al    Reinert',    'NULL']]  "	"  [['Ron    Howard',    'm']]  "	"  [['Brian    Grazer',    'm'],    ['Todd    Hallowell',    'm'],    ['Lorne    Orleans',    'm']]  "	-1.5	-1.5	0	0	0	0
 Apollo  13 	112384	-6	-4	517373333.9	3	1995				-6	-7	-8	-5	-5	-5
 The  Princess  and  the  Cobbler 	112389	-6	-4	1093142.086	0	1993				-6	-7	-8	-5	-5	-5
Assassins	112401	-6	-4	58097116	1	1995	"  [['Andy    Wachowski',    'm'],    ['Lana    Wachowski',    'f'],    ['Brian    Helgeland',    'm']]  "	"  [['Richard    Donner',    'm']]  "	"  [['Alexander    B.    Collett',    'm'],    ['Dan    Cracchiolo',    'm'],    ['Dino    De    Laurentiis',    'm'],    ['Richard    Donner',    'm'],    ['Bruce    A.    Evans',    'm'],    ['Raynold    Gideon',    'm'],    ['Andrew    Lazar',    'm'],    ['Lauren    Shuler    Donner',    'f'],    ['Joel    Silver',    'm'],    ['Richard    Solomon',    'm'],    ['Jim    Van    Wyck',    'm']]  "	0.333333333	0.250660581	0.333333333	0	0.090909091	0.133333333
Assassins	112401	-6	-4	129004614	1	1995				-6	-7	-8	-5	-5	-5
   The    Baby-Sitters    Club   	112435	-6	-4	18568016	3	1995	"  [['Ann    M.    Martin',    'f'],    ['Dalene    Young',    'f']]  "	"  [['Melanie    Mayron',    'f']]  "	"  [['Marc    Abraham',    'm'],    ['Peter    O.    Almond',    'm'],    ['Armyan    Bernstein',    'm'],    ['Thomas    A.    Bliss',    'm'],    ['Deborah    Forte',    'f'],    ['Martin    Keltz',    'm'],    ['Jane    Startz',    'f'],    ['Tina    Stern',    'f']]  "	-1.5	-1.5	1	1	0.375	0.545454545
Balto	112453	-6	-4	21754737	2	1995	"  [['Cliff    Ruby',    'm'],    ['Elana    Lesser',    'f'],    ['David    Steven    Cohen',    'm'],    ['Roger    S.H.    Schulman',    'm']]  "	"  [['Simon    Wells',    'm']]  "	"  [['Steve    Hickner',    'm'],    ['Kathleen    Kennedy',    'f'],    ['Bonne    Radford',    'f'],    ['Steven    Spielberg',    'm']]  "	-1.5	-1.5	0.25	0	0.5	0.333333333
   Batman    Forever   	112462	-6	-4	645130142	1	1995	"  [['Lee    Batchler',    'm'],    ['Janet    Scott    Batchler',    'f'],    ['Akiva    Goldsman',    'm']]  "	"  [['Joel    Schumacher',    'm']]  "	"  [['Tim    Burton',    'm'],    ['Peter    Macgregor-Scott',    'm'],    ['Benjamin    Melniker',    'm'],    ['Michael    Uslan',    'm']]  "	0.2	0.172952318	0.333333333	0	0	0.125
 Batman  Forever 	112462	-6	-4	521135004.6	1	1995				-6	-7	-8	-5	-5	-5
   Before    Sunrise   	112471	-6	-4	43324200	0	1995	"  [['Richard    Linklater',    'm'],    ['Kim    Krizan',    'f']]  "	"  [['Richard    Linklater',    'm']]  "	"  [['Wolfgang    Ramml',    'm'],    ['Gernot    Schaffler',    'NULL'],    ['John    Sloss',    'm'],    ['Anne    Walker-McBay',    'f'],    ['Ellen    Winn    Wendl',    'f']]  "	0.6	0.521446078	0.5	0	0.4	0.375
 Before  Sunrise 	112471	-6	-4	8167104.81	0	1995				-6	-7	-8	-5	-5	-5
   Billy    Madison   	112508	-6	-4	50778903	1	1995	"  [['Tim    Herlihy',    'm'],    ['Adam    Sandler',    'm']]  "	"  [['Tamra    Davis',    'f']]  "	"  [['Fitch    Cady',    'NULL'],    ['Robert    Simonds',    'm']]  "	-1.5	-1.5	0	1	0	0.2
   Boys    on    the    Side   	112571	-6	-4	44953650	3	1995	"  [['Don    Roos',    'm']]  "	"  [['Herbert    Ross',    'm']]  "	"  [['Patricia    Karlan',    'f'],    ['Patrick    McCormick',    'm'],    ['Arnon    Milchan',    'm'],    ['Steven    Reuther',    'm'],    ['Don    Roos',    'm'],    ['Herbert    Ross',    'm']]  "	0.545454545	0.841190237	0	0	0.166666667	0.125
Braveheart	112573	-6	-4	403355865	2	1995	"  [['Randall    Wallace',    'm']]  "	"  [['Mel    Gibson',    'm']]  "	"  [['Bruce    Davey',    'm'],    ['Mel    Gibson',    'm'],    ['Alan    Ladd    Jr.',    'm'],    ['Stephen    McEveety',    'm']]  "	0.142857143	0.173647617	0	0	0	0
Braveheart	112573	-6	-4	323648688.6	2	1995				-6	-7	-8	-5	-5	-5
   The    Bridges    of    Madison    County   	112579	-6	-4	348925855	3	1995	"  [['Richard    LaGravenese',    'm'],    ['Robert    James    Waller',    'm']]  "	"  [['Clint    Eastwood',    'm']]  "	"  [['Clint    Eastwood',    'm'],    ['Kathleen    Kennedy',    'f']]  "	0.714285714	0.588520488	0	0	0.5	0.2
 The  Bridges  of  Madison  County 	112579	-6	-4	271797716.5	3	1995				-6	-7	-8	-5	-5	-5
   Butterfly    Kiss   	112604	-6	-4	167979	3	1995	"  [['Frank    Cottrell    Boyce',    'm'],    ['Michael    Winterbottom',    'm']]  "	"  [['Michael    Winterbottom',    'm']]  "	"  [['Julie    Baines',    'f'],    ['Sarah    Daniel',    'f']]  "	-1.5	-1.5	0	0	1	0.4
Casino	112641	-6	-4	222587423	2	1995	"  [['Nicholas    Pileggi',    'm'],    ['Martin    Scorsese',    'm']]  "	"  [['Martin    Scorsese',    'm']]  "	"  [['Barbara    De    Fina',    'f']]  "	0.277777778	0.143828127	0	0	1	0.25
Casino	112641	-6	-4	170960838.1	2	1995				-6	-7	-8	-5	-5	-5
Casper	112642	-6	-4	551958348	3	1995	"  [['Sherri    Stoner',    'f'],    ['Deanna    Oliver',    'f']]  "	"  [['Brad    Silberling',    'm']]  "	"  [['Jeff    Franklin',    'm'],    ['Gerald    R.    Molen',    'm'],    ['Jeffrey    A.    Montgomery',    'm'],    ['Steven    Spielberg',    'm'],    ['Steve    Waterman',    'm'],    ['Colin    Wilson',    'm']]  "	-1.5	-1.5	1	0	0	0.222222222
Casper	112642	-6	-4	437158013	3	1995				-6	-7	-8	-5	-5	-5
   The    Celluloid    Closet   	112651	-6	-4	2890453	3	1995	"  [['Vito    Russo',    'm'],    ['Rob    Epstein',    'm'],    ['Jeffrey    Friedman',    'm'],    ['Sharon    Wood',    'f'],    ['Armistead    Maupin',    'm']]  "	"  [['Rob    Epstein',    'm'],    ['Jeffrey    Friedman',    'm']]  "	"  [['Bernie    Brillstein',    'm'],    ['Rob    Epstein',    'm'],    ['Jeffrey    Friedman',    'm'],    ['Brad    Grey',    'm'],    ['Joe    Hoffman',    'm'],    ['Michael    Lumpkin',    'm'],    ['Sheila    Nevins',    'f'],    ['Howard    Rosenman',    'm'],    ['Caroline    Spry',    'f'],    ['Lily    Tomlin',    'f']]  "	-1.5	-1.5	0.2	0	0.3	0.235294118
   Circle    of    Friends   	112679	-6	-4	44852749	3	1995	"  [['Andrew    Davies',    'm'],    ['Maeve    Binchy',    'f']]  "	"  [[Pat    O'Connor,    'm']]  "	"  [['Terence    A.    Clegg',    'm'],    ['Frank    Price',    'm'],    ['Arlene    Sellers',    'f'],    ['Rod    Stoneman',    'NULL'],    ['Kenith    Trodd',    'm'],    ['Alex    Winitsky',    'NULL']]  "	-1.5	-1.5	0.5	0	0.166666667	0.222222222
Clueless	112697	-6	-4	148244624	3	1995	"  [['Amy    Heckerling',    'f']]  "	"  [['Amy    Heckerling',    'f']]  "	"  [['Barry    M.    Berg',    'm'],    ['Robert    Lawrence',    'm'],    ['Scott    Rudin',    'm'],    ['Adam    Schroeder',    'm']]  "	0.5	0.503856537	1	1	0	0.333333333
Clueless	112697	-6	-4	87646040.29	3	1995				-6	-7	-8	-5	-5	-5
   Cold    Comfort    Farm   	112701	-6	-4	10893216	3	1995	"  [['Malcolm    Bradbury',    'm'],    ['Stella    Gibbons',    'f']]  "	"  [['John    Schlesinger',    'm']]  "	"  [['Richard    Broke',    'm'],    ['Alison    Gilby',    'NULL'],    ['Antony    Root',    'm']]  "	-1.5	-1.5	0.5	0	0	0.166666667
Congo	112715	-6	-4	291426368	0	1995	"  [['Michael    Crichton',    'm'],    ['John    Patrick    Shanley',    'm']]  "	"  [['Frank    Marshall',    'm']]  "	"  [['Kathleen    Kennedy',    'f'],    ['Frank    Marshall',    'm'],    ['Sam    Mercer',    'm'],    ['Frank    Yablans',    'm']]  "	-1.5	-1.5	0	0	0.25	0.142857143
Congo	112715	-6	-4	235415448.4	0	1995				-6	-7	-8	-5	-5	-5
Copycat	112722	-6	-4	61443525	3	1995	"  [['Ann    Biderman',    'f'],    ['David    Madsen',    'm']]  "	"  [['Jon    Amiel',    'm']]  "	"  [['Joseph    M.    Caracciolo    Jr.',    'm'],    ['John    Fiedler',    'm'],    ['Arnon    Milchan',    'm'],    ['Michael    G.    Nathanson',    'm'],    ['Mark    Tarlov',    'm']]  "	0.285714286	0.618051818	0.5	0	0	0.125
Copycat	112722	-6	-4	49634262.36	3	1995				-6	-7	-8	-5	-5	-5
   Dangerous    Minds   	112792	-6	-4	344138692	3	1995	"  [['LouAnne    Johnson',    'f'],    ['Ronald    Bass',    'm']]  "	"  [['John    N.    Smith',    'm']]  "	"  [['Jerry    Bruckheimer',    'm'],    ['Lucas    Foster',    'm'],    ['Kate    Guinzburg',    'f'],    ['Sandra    Rabins',    'f'],    ['Don    Simpson',    'm']]  "	-1.5	-1.5	0.5	0	0.4	0.375
   Dead    Presidents   	112819	-6	-4	46391400	3	1995	"  [['Allen    Hughes',    'm'],    ['Albert    Hughes',    'm'],    ['Michael    Henry    Brown',    'm'],    ['Wallace    Terry',    'm']]  "	"  [['Albert    Hughes',    'm'],    ['Allen    Hughes',    'm']]  "	"  [['Michael    Bennett',    'm'],    ['The    Hughes    Brothers',    'NULL'],    ['Darryl    Porter',    'NULL'],    ['Albert    Hughes',    'm'],    ['Allen    Hughes',    'm']]  "	-1.5	-1.5	0	0	0	0
   Devil    in    a    Blue    Dress   	112857	-6	-4	30941956	1	1995	"  [['Walter    Mosley',    'm'],    ['Carl    Franklin',    'm']]  "	"  [['Carl    Franklin',    'm']]  "	"  [['Jesse    Beaton',    'f'],    ['Jonathan    Demme',    'm'],    ['Gary    Goetzman',    'm'],    ['Edward    Saxon',    'm']]  "	0.266666667	0.125911199	0	0	0.25	0.142857143
   Die    Hard:    With    a    Vengeance   	112864	-6	-4	191723961	1	1995	"  [['Jonathan    Hensleigh',    'm']]  "	"  [['John    McTiernan',    'm']]  "	"  [['Buzz    Feitshans',    'm'],    ['Robert    Lawrence',    'm'],    ['John    McTiernan',    'm'],    ['Michael    Tadross',    'm'],    ['Andrew    G.    Vajna',    'm'],    ['David    Willis',    'm'],    ['Carmine    Zozzora',    'm']]  "	0	0	0	0	0	0
 Die  Hard:  With  a  Vengeance 	112864	-6	-4	564419690.4	1	1995				-6	-7	-8	-5	-5	-5
   Dracula:    Dead    and    Loving    It   	112896	-6	-4	20499725	3	1995	"  [['Mel    Brooks',    'm'],    ['Rudy    De    Luca',    'm'],    ['Steve    Haberman',    'm']]  "	"  [['Mel    Brooks',    'm']]  "	"  [['Mel    Brooks',    'm'],    ['Peter    Schindler',    'm']]  "	-1.5	-1.5	0	0	0	0
   Empire    Records   	112950	-6	-4	582463	3	1995	"  [['Carol    Heikkinen',    'f']]  "	"  [['Allan    Moyle',    'm']]  "	"  [['Paul    Kurta',    'm'],    ['Tony    Ludwig',    'NULL'],    ['Arnon    Milchan',    'm'],    ['Michael    G.    Nathanson',    'm'],    ['Alan    Riche',    'm']]  "	-1.5	-1.5	1	0	0	0.142857143
   First    Knight   	113071	-6	-4	244610034	2	1995	"  [['Lorne    Cameron',    'NULL'],    ['David    Hoselton',    'm'],    ['William    Nicholson',    'm']]  "	"  [['Jerry    Zucker',    'm']]  "	"  [['Hunt    Lowry',    'm'],    ['Gil    Netter',    'm'],    ['Eric    Rattray',    'm'],    ['Janet    Zucker',    'f'],    ['Jerry    Zucker',    'm']]  "	-1.5	-1.5	0	0	0.2	0.111111111
   Four    rooms   	113101	-6	-4	8245652	3	1995	[]	"  [['Allison    Anders',    'f'],    ['Alexandre    Rockwell',    'm'],    ['Robert    Rodriguez',    'm'],    ['Quentin    Tarantino',    'm']]  "	"  [['Lawrence    Bender',    'm'],    ['Paul    Hellerman',    'm'],    ['Scott    Lambert',    'm'],    ['Alexandre    Rockwell',    'm'],    ['Quentin    Tarantino',    'm'],    ['Heidi    Vogel',    'f']]  "	0.611111111	0.38542541	-5	0.25	0.166666667	0.2
 Four  rooms 	113101	-6	-4	6660348.869	1	1995				-6	-7	-8	-5	-5	-5
   French    Kiss   	113117	-6	-4	195501131	2	1995	"  [['Adam    Brooks',    'm']]  "	"  [['Lawrence    Kasdan',    'm']]  "	"  [['Tim    Bevan',    'm'],    ['Eric    Fellner',    'm'],    ['Kathryn    F.    Galan',    'f'],    ['Charles    Okun',    'm'],    ['Meg    Ryan',    'f']]  "	-1.5	-1.5	0	0	0.4	0.285714286
   Gold    Diggers:    The    Secret    of    Bear    Mountain   	113188	-6	-4	11557767	3	1995	"  [['Barry    Glasser',    'm']]  "	"  [['Kevin    James    Dobson',    'm']]  "	"  [['Martin    Bregman',    'm'],    ['Michael    Bregman',    'm'],    ['Rolf    Deyhle',    'NULL'],    ['Louis    A.    Stroller',    'm']]  "	-1.5	-1.5	0	0	0	0
GoldenEye	113189	-6	-4	675155963	3	1995	"  [['Michael    France',    'm'],    ['Jeffrey    Caine',    'm'],    ['Bruce    Feirstein',    'm']]  "	"  [['Martin    Campbell',    'm']]  "	"  [['Barbara    Broccoli',    'f'],    ['Tom    Pevsner',    'm'],    ['Michael    G.    Wilson',    'm'],    ['Albert    R.    Broccoli',    'm']]  "	0.4	0.299467022	0	0	0.25	0.125
   A    Goofy    Movie   	113198	-6	-4	67763260	2	1995	"  [['Jymn    Magon',    'm'],    ['Chris    Matheson',    'm'],    ['Brian    Pimental',    'm']]  "	"  [['Kevin    Lima',    'm']]  "	"  [['Dan    Rounds',    'm']]  "	-1.5	-1.5	0	0	0	0
Hackers	113243	-6	-4	14500188	2	1995	"  [['Rafael    Moreu',    'm']]  "	"  [['Iain    Softley',    'm']]  "	"  [['Janet    Graham',    'f'],    ['Michael    Peyser',    'm'],    ['Iain    Softley',    'm'],    ['Ralph    Winter',    'm']]  "	0.142857143	0.173428799	0	0	0.25	0.166666667
Heat	113277	-6	-4	334324800	2	1995	"  [['Michael    Mann',    'm']]  "	"  [['Michael    Mann',    'm']]  "	"  [['Pieter    Jan    Brugge',    'm'],    ['Art    Linson',    'm'],    ['Michael    Mann',    'm'],    ['Arnon    Milchan',    'm']]  "	0.222222222	0.214536928	0	0	0	0
   Higher    Learning   	113305	-6	-4	73403316	3	1995	"  [['John    Singleton',    'm']]  "	"  [['John    Singleton',    'm']]  "	"  [['Paul    Hall',    'm'],    ['John    Singleton',    'm'],    ['Dwight    Williams',    'm']]  "	-1.5	-1.5	0	0	0	0
   Home    for    the    holidays   	113321	-6	-4	33584247	3	1995	"  [['Chris    Radant',    'm'],    ['W.D.    Richter',    'm']]  "	"  [['Jodie    Foster',    'f']]  "	"  [['Jodie    Foster',    'f'],    ['Stuart    Kleinman',    'm'],    ['Peggy    Rajski',    'f']]  "	-1.5	-1.5	0	1	0.666666667	0.5
 Home  for  the  holidays 	113321	-6	-4	34252977.91	3	1995				-6	-7	-8	-5	-5	-5
   How    to    Make    an    American    Quilt   	113347	-6	-4	78980438	3	1995	"  [['Whitney    Otto',    'NULL'],    ['Jane    Anderson',    'f']]  "	"  [['Jocelyn    Moorhouse',    'f']]  "	"  [['Laurie    MacDonald',    'f'],    ['Deborah    Jelin    Newmyer',    'f'],    ['Walter    F.    Parkes',    'm'],    ['Sarah    Pillsbury',    'f'],    ['Midge    Sanford',    'f']]  "	-1.5	-1.5	0.5	1	0.8	0.75
   The    Incredibly    True    Adventures    of    Two    Girls    in    Love   	113416	-6	-4	3790952	3	1995	"  [['Maria    Maggenti',    'f']]  "	"  [['Maria    Maggenti',    'f']]  "	"  [['Dolly    Hall',    'f'],    ['John    Rath',    'm']]  "	-1.5	-1.5	1	1	0.5	0.75
 The  Incredibly  True  Adventures  of  Two  Girls  in  Love 	113416	-6	-4	3836019.305	3	1995				-6	-7	-8	-5	-5	-5
Jumanji	113497	-6	-4	503782326	3	1995	"  [['Jonathan    Hensleigh',    'm'],    ['Greg    Taylor',    'm'],    ['Jim    Strain',    'm'],    ['Chris    Van    Allsburg',    'm']]  "	"  [['Joe    Johnston',    'm']]  "	"  [['Robert    W.    Cort',    'm'],    ['Ted    Field',    'm'],    ['Larry    J.    Franco',    'm'],    ['Scott    Kroopf',    'm'],    ['William    Teitler',    'm']]  "	-1.5	-1.5	0	0	0	0
Jumanji	113497	-6	-4	406896565.7	3	1995				-6	-7	-8	-5	-5	-5
Kids	113540	-6	-4	38340000	3	1995	"  [['Harmony    Korine',    'm']]  "	"  [['Larry    Clark',    'm']]  "	"  [['Michael    Chambers',    'm'],    ['Cathy    Konrad',    'f'],    ['Patrick    Panzarella',    'm'],    ['Christine    Vachon',    'f'],    ['Gus    Van    Sant',    'm'],    ['Cary    Woods',    'm'],    ['Lauren    Zalaznick',    'f']]  "	0.571428571	0.324387011	0	0	0.428571429	0.333333333
   A    little    princess   	113670	-6	-4	19207012	3	1995	"  [['Frances    Hodgson    Burnett',    'f'],    ['Richard    LaGravenese',    'm'],    ['Elizabeth    Chandler',    'f']]  "	"  [['Alfonso    Cuaron',    'm']]  "	"  [['Alan    C.    Blomquist',    'm'],    ['Dalisa    Cohen',    'NULL'],    ['Amy    Ephron',    'f'],    ['Mark    Johnson',    'm'],    ['Barry    Levinson',    'm']]  "	-1.5	-1.5	0.666666667	0	0.2	0.333333333
Mallrats	113749	-6	-4	4068949	1	1995	"  [['Kevin    Smith',    'm']]  "	"  [['Kevin    Smith',    'm']]  "	"  [['Caldecot    Chubb',    'm'],    ['Sean    Daniel',    'm'],    ['James    Jacks',    'm'],    ['Scott    Mosier',    'm']]  "	0.222222222	0.123765996	0	0	0	0
Mallrats	113749	-6	-4	3264929.092	1	1995				-6	-7	-8	-5	-5	-5
   Mighty    Morphin    Power    Rangers:    The    Movie   	113820	-6	-4	127352433	3	1995	"  [['John    Kamps',    'm'],    ['Arne    Olsen',    'm']]  "	"  [['Bryan    Spicer',    'm']]  "	"  [['David    Coatsworth',    'm'],    ['Shuki    Levy',    'm'],    ['Haim    Saban',    'm'],    ['Suzanne    Todd',    'f']]  "	0.235294118	0.297046573	0	0	0.25	0.142857143
   Mortal    Kombat   	113855	-6	-4	234249579	1	1995	"  [['Ed    Boon',    'm'],    ['John    Tobias',    'm'],    ['Kevin    Droney',    'm']]  "	"  [['Paul    W.S.    Anderson',    'm']]  "	"  [['Robert    Engelman',    'm'],    ['Lawrence    Kasanoff',    'm'],    ['Danny    Simon',    'm']]  "	-1.5	-1.5	0	0	0	0
 Mortal  Kombat 	113855	-6	-4	189130423.9	1	1995				-6	-7	-8	-5	-5	-5
   The    Net   	113957	-6	-4	212073809	3	1995	"  [['John    D.    Brancato',    'm'],    ['Michael    Ferris',    'm']]  "	"  [['Irwin    Winkler',    'm']]  "	"  [['Rob    Cowan',    'm'],    ['Irwin    Winkler',    'm']]  "	-1.5	-1.5	0	0	0	0
 The  Net 	113957	-6	-4	171149348.8	3	1995				-6	-7	-8	-5	-5	-5
   Now    and    Then   	114011	-6	-4	72063239	3	1995	"  [['I.    Marlene    King',    'f']]  "	"  [['Lesli    Linka    Glatter',    'f']]  "	"  [['Eric    McLeod',    'm'],    ['Demi    Moore',    'f'],    ['Jennifer    Todd',    'f'],    ['Suzanne    Todd',    'f']]  "	1	1	1	1	0.75	0.833333333
Outbreak	114069	-6	-4	130017789	3	1995	"  [['Laurence    Dworet',    'm'],    ['Robert    Roy    Pool',    'm']]  "	"  [['Wolfgang    Petersen',    'm']]  "	"  [['Stephen    Brown',    'm'],    ['Nana    Greenwald',    'NULL'],    ['Duncan    Henderson',    'm'],    ['Gail    Katz',    'f'],    ['Anne    Kopelson',    'f'],    ['Arnold    Kopelson',    'm'],    ['Sanford    Panitch',    'NULL'],    ['Wolfgang    Petersen',    'm']]  "	0.181818182	0.134763476	0	0	0.25	0.181818182
Outbreak	114069	-6	-4	105028757.9	3	1995				-6	-7	-8	-5	-5	-5
   The    Pebble    and    the    Penguin   	114108	-6	-4	7637159	2	1995	"  [['Rachel    Koretsky',    'f'],    ['Steven    Whitestone',    'm']]  "	"  [['Don    Bluth',    'm'],    ['Gary    Goldman',    'm']]  "	"  [['Don    Bluth',    'm'],    ['Russell    Boland',    'NULL'],    ['James    Butterworth',    'm'],    ['Gary    Goldman',    'm']]  "	-1.5	-1.5	0.5	0	0	0.125
Persuasion	114117	-6	-4	10471277	3	1995	"  [['Jane    Austen',    'f'],    ['Nick    Dear',    'm']]  "	"  [['Roger    Michell',    'm']]  "	"  [['Rebecca    Eaton',    'f'],    ['George    Faber',    'm'],    ['Fiona    Finlay',    'NULL']]  "	-1.5	-1.5	0.5	0	0.333333333	0.333333333
Pocahontas	114148	-6	-4	663434925	3	1995	"  [['Carl    Binder',    'm'],    ['Susannah    Grant',    'f'],    ['Philip    LaZebnik',    'm'],    ['Tom    Sito',    'm'],    ['Glen    Keane',    'm'],    ['Joe    Grant',    'm'],    ['Ralph    Zondag',    'm'],    ['Burny    Mattinson',    'm'],    ['Ed    Gombert',    'm'],    ['Kaan    Kalyon',    'm'],    ['Francis    Glebas',    'm'],    ['Rob    Gibbs',    'm'],    ['Bruce    Morris',    'm'],    ['Todd    Kurosawa',    'm'],    ['Duncan    Marjoribanks',    'm'],    ['Chris    Buck',    'm'],    ['Mike    Gabriel',    'm']]  "	"  [['Mike    Gabriel',    'm'],    ['Eric    Goldberg',    'm']]  "	"  [['James    Pentecost',    'm']]  "	0.3	0.343098958	0.058823529	0	0	0.05
Pocahontas	114148	-6	-4	537504592.1	3	1995				-6	-7	-8	-5	-5	-5
   The    Quick    and    the    Dead   	114214	-6	-4	35726241	3	1995	"  [['Simon    Moore',    'm']]  "	"  [['Sam    Raimi',    'm']]  "	"  [['Chuck    Binder',    'm'],    ['Joshua    Donen',    'm'],    ['Toby    Jaffe',    'm'],    ['Patrick    Markey',    'm'],    ['Allen    Shapiro',    'm'],    ['Sharon    Stone',    'f'],    ['Rob    Tapert',    'm']]  "	-1.5	-1.5	0	0	0.142857143	0.111111111
 The  Quick  and  the  Dead 	114214	-6	-4	28729566.5	1	1995				-6	-7	-8	-5	-5	-5
Sabrina	114319	-6	-4	102889377	3	1995	"  [['Samuel    A.    Taylor',    'm'],    ['Billy    Wilder',    'm'],    ['Ernest    Lehman',    'm'],    ['Barbara    Benedek',    'f'],    ['David    Rayfiel',    'm']]  "	"  [['Sydney    Pollack',    'm']]  "	"  [['Lindsay    Doran',    'f'],    ['Sydney    Pollack',    'm'],    ['Scott    Rudin',    'm'],    ['Ronald    L.    Schwary',    'm']]  "	-1.5	-1.5	0.2	0	0.25	0.2
Sabrina	114319	-6	-4	134879429.7	3	1995				-6	-7	-8	-5	-5	-5
