Title	IMDB	Budget	 Dom  Box  Office 	 Intl  Box  Office 	Score	Year	Writers	Directors	Producers	 Female  Character  Percentage 	 Female  Talk  Percentage 	 Female  Writer  Percentage 	 Female  Director  Percentage 	 Female  Producer  Percentage 	 Overall  Female  Production  Percentage 
   From    Up    on    Poppy    Hill   	1798188	-6	-4	64211812	3	2011	"  [['Tetsuro    Sayama',    'NULL'],    ['Hayao    Miyazaki',    'm'],    ['Keiko    Niwa',    'NULL'],    ['Chizuru    Takahashi',    'NULL']]  "	"  [['Goro    Miyazaki',    'm']]  "	"  [['Nobuo    Kawakami',    'NULL'],    ['Kathleen    Kennedy',    'f'],    ['Robyn    Klein',    'NULL'],    ['Frank    Marshall',    'm'],    ['Tetsuro    Sayama',    'NULL'],    ['Toshio    Suzuki',    'm'],    ['Chizuru    Takahashi',    'NULL'],    ['Geoffrey    Wexler',    'm']]  "	-1.5	-1.5	0	0	0.125	0.076923077
Southpaw	1798684	-6	-4	91607011	2	2015	"  [['Kurt    Sutter',    'm']]  "	"  [['Antoine    Fuqua',    'm']]  "	"  [['Todd    Black',    'm'],    ['David    J.    Bloomfield',    'm'],    ['Jason    Blumenthal',    'm'],    ['Gary    Cheng',    'm'],    ['Antoine    Fuqua',    'm'],    ['Jonathan    Garrison',    'm'],    ['Stuart    Parr',    'm'],    ['David    Ranes',    'm'],    ['Alan    Riche',    'm'],    ['Peter    Riche',    'm'],    ['Paul    Rosenberg',    'm'],    ['Kat    Samick',    'NULL'],    ['David    L.    Schiff',    'm'],    ['Dylan    Sellers',    'm'],    ['Kurt    Sutter',    'm'],    ['Ezra    Swerdlow',    'm'],    ['Steve    Tisch',    'm'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm'],    ['Ning    Ye',    'NULL'],    ['Fang    Zhao',    'NULL']]  "	0.294117647	0.181729576	0	0	0	0
Her	1798709	23297566.64	25323622.3	48582384	2	2013	"  [['Spike    Jonze',    'm']]  "	"  [['Spike    Jonze',    'm']]  "	"  [['Chelsea    Barnard',    'NULL'],    ['Megan    Ellison',    'f'],    ['Natalie    Farrey',    'f'],    ['Spike    Jonze',    'm'],    ['Vincent    Landay',    'm'],    ['Daniel    Lupi',    'm']]  "	0.5	0.510122249	0	0	0.333333333	0.25
   American    Hustle   	1800241	40517507.2	150351259.6	257702274	3	2013	"  [['Eric    Warren    Singer',    'm'],    ['David    O.    Russell',    'm']]  "	"  [['David    O.    Russell',    'm']]  "	"  [['Matthew    Budman',    'm'],    ['Bradley    Cooper',    'm'],    ['Megan    Ellison',    'f'],    ['Jonathan    Gordon',    'm'],    ['Andy    Horwitz',    'm'],    ['Mark    Kamine',    'm'],    ['George    Parra',    'm'],    ['Charles    Roven',    'm'],    ['Eric    Warren    Singer',    'm'],    ['Richard    Suckle',    'm']]  "	0.357142857	0.250911245	0	0	0.1	0.076923077
   That    Awkward    Moment   	1800246	-6	-4	41318803	3	2014	"  [['Tom    Gormican',    'm']]  "	"  [['Tom    Gormican',    'm']]  "	"  [['Scott    Aversano',    'm'],    ['Jason    Barrett',    'm'],    ['Darren    Blumenthal',    'm'],    ['Lia    Buman',    'NULL'],    ['Zac    Efron',    'm'],    ['Andrew    Fierberg',    'm'],    ['John    Friedberg',    'm'],    ['Manu    Gargi',    'm'],    ['James    Gibb',    'm'],    ['Ray    Marshall',    'm'],    ['Justin    Nappi',    'm'],    [Andrew    O'Connor,    'm'],    ['Peter    Schlessel',    'm'],    ['Michael    Simkin',    'm'],    ['Kevin    Turen',    'm']]  "	-1.5	-1.5	0	0	0	0
   Step    Up    Revolution   	1800741	33916266.28	36048547.71	173498800	3	2012	"  [['Amanda    Brody',    'f']]  "	"  [['Scott    Speer',    'm']]  "	"  [['Jon    M.    Chu',    'm'],    ['Erik    Feig',    'm'],    ['Jennifer    Gibgot',    'f'],    ['Garrett    Grant',    'm'],    ['Nan    Morales',    'f'],    ['Adam    Shankman',    'm'],    ['Matt    Smith',    'm'],    ['Patrick    Wachsberger',    'm']]  "	-1.5	-1.5	1	0	0.25	0.3
Unbroken	1809398	-6	-4	166707202	0	2014	"  [['Joel    Coen',    'm'],    ['Ethan    Coen',    'm'],    ['Richard    LaGravenese',    'm'],    ['William    Nicholson',    'm'],    ['Laura    Hillenbrand',    'f']]  "	"  [['Angelina    Jolie',    'f']]  "	"  [['Matthew    Baer',    'm'],    ['Mick    Garris',    'm'],    ['Holly    Goline',    'f'],    ['Jon    Jashni',    'm'],    ['Angelina    Jolie',    'f'],    ['Joseph    P.    Reidy',    'm'],    ['Erwin    Stoff',    'm'],    ['Clayton    Townsend',    'm'],    ['Thomas    Tull',    'm'],    ['Michael    Vieira',    'm']]  "	-1.5	-1.5	0.2	1	0.2	0.25
Admission	1814621	13168189.84	18240289.91	18475507	3	2013	"  [['Karen    Croner',    'f'],    ['Jean    Hanff    Korelitz',    'f']]  "	"  [['Paul    Weitz',    'm']]  "	"  [['Dan    Balgoyen',    'm'],    ['Caroline    Baron',    'f'],    ['Kerry    Kohansky-Roberts',    'f'],    ['Andrew    Miano',    'm'],    ['Paul    Weitz',    'm']]  "	-1.5	-1.5	1	0	0.4	0.5
   After    Earth   	1815862	131681898.4	61305112.52	250183048	1	2013	"  [['Gary    Whitta',    'm'],    ['M.    Night    Shyamalan',    'm'],    ['Will    Smith',    'm']]  "	"  [['M.    Night    Shyamalan',    'm']]  "	"  [['James    Lassiter',    'm'],    ['Jada    Pinkett    Smith',    'f'],    ['Caleeb    Pinkett',    'm'],    ['Ashwin    Rajan',    'NULL'],    ['John    Rusk',    'm'],    ['M.    Night    Shyamalan',    'm'],    ['Will    Smith',    'm'],    ['E.    Bennett    Walsh',    'm']]  "	-1.5	-1.5	0	0	0.125	0.083333333
   The    Place    Beyond    the    Pines   	1817273	15416484.03	21997801.47	37188917	1	2012	"  [['Derek    Cianfrance',    'm'],    ['Ben    Coccio',    'm'],    ['Darius    Marder',    'NULL']]  "	"  [['Derek    Cianfrance',    'm']]  "	"  [['Matt    Berenson',    'm'],    ['Carrie    Fix',    'NULL'],    ['Sidney    Kimmel',    'm'],    ['Alex    Orlovsky',    'm'],    ['Jamie    Patricof',    'NULL'],    ['Jim    Tauber',    'm'],    ['Lynette    Howell    Taylor',    'f'],    ['Bruce    Toll',    'm']]  "	0.375	0.170470168	0	0	0.125	0.083333333
   Girl    in    Progress   	1817676	-6	-4	4820683	3	2012	"  [['Hiram    Martinez',    'm']]  "	"  [['Patricia    Riggen',    'f']]  "	"  [['Greg    Coote',    'm'],    ['John    Fiedler',    'm'],    ['Robert    Lundberg',    'm'],    ['James    M.    McNamara',    'm'],    ['Ben    Odell',    'm'],    ['Fernando    Perez    Gavilan',    'm'],    ['Barry    Rosen',    'm']]  "	-1.5	-1.5	0	1	0	0.111111111
Nebraska	1821549	12155252.16	17708700.21	19683720	3	2013	"  [['Bob    Nelson',    'm']]  "	"  [['Alexander    Payne',    'm']]  "	"  [['Albert    Berger',    'm'],    ['Doug    Mankoff',    'm'],    ['George    Parra',    'm'],    ['Neil    Tabatznik',    'm'],    ['Julie    M.    Thompson',    'f'],    ['Ron    Yerxa',    'm']]  "	0.333333333	0.278574788	0	0	0.166666667	0.125
   Red    2   	1821694	85086765.12	53951653.96	151925530	3	2013	"  [['Jon    Hoeber',    'm'],    ['Erich    Hoeber',    'm']]  "	"  [['Dean    Parisot',    'm']]  "	"  [['Raphael    Benoliel',    'm'],    ['Lorenzo    di    Bonaventura',    'm'],    ['Alexander    Dostal',    'm'],    ['Jake    Myers',    'm'],    ['David    Ready',    'm'],    ['Mark    Vahradian',    'm']]  "	-1.5	-1.5	0	0	0	0
Annie	1823664	-6	-4	136632074	3	2014	"  [['Will    Gluck',    'm'],    ['Aline    Brosh    McKenna',    'f'],    ['Thomas    Meehan',    'm'],    ['Harold    Gray',    'm']]  "	"  [['Will    Gluck',    'm']]  "	"  [['Jay    Brown',    'NULL'],    ['Celia    D.    Costas',    'f'],    ['Alicia    Emmrich',    'NULL'],    ['Will    Gluck',    'm'],    ['Jay    Z',    'm'],    ['James    Lassiter',    'm'],    ['Jada    Pinkett    Smith',    'f'],    ['Caleeb    Pinkett',    'm'],    ['Tyran    Smith',    'NULL'],    ['Will    Smith',    'm'],    ['Jeffrey    Wetzel',    'm']]  "	-1.5	-1.5	0.25	0	0.181818182	0.1875
Chappie	1823672	-6	-4	104399548	1	2015	"  [['Neill    Blomkamp',    'm'],    ['Terri    Tatchell',    'f']]  "	"  [['Neill    Blomkamp',    'm']]  "	"  [['James    Bitonti',    'm'],    ['Neill    Blomkamp',    'm'],    ['Victoria    Burkhart',    'f'],    ['Simon    Kinberg',    'm'],    ['Ben    Waisbren',    'm']]  "	-1.5	-1.5	0.5	0	0.2	0.25
Trishna	1836987	-6	-4	252881	3	2011	"  [['Michael    Winterbottom',    'm'],    ['Thomas    Hardy',    'm']]  "	"  [['Michael    Winterbottom',    'm']]  "	"  [['Jessica    Ask',    'f'],    ['Sunil    Bohra',    'NULL'],    ['Anna    Croneman',    'f'],    ['Andrew    Eaton',    'm'],    ['Phil    Hunt',    'm'],    ['Anurag    Kashyap',    'm'],    ['Guneet    Monga',    'f'],    ['Melissa    Parmenter',    'f'],    ['Compton    Ross',    'm'],    ['Shail    Shah',    'NULL'],    ['Alok    Arbind    Thakur',    'NULL'],    ['Anthony    Wilcox',    'm'],    ['Michael    Winterbottom',    'm']]  "	-1.5	-1.5	0	0	0.307692308	0.25
   The    Fifth    Estate   	1837703	26336379.68	3296273.436	8777438	1	2013	"  [['Daniel    Domscheit-Berg',    'm'],    ['David    Leigh',    'm'],    ['Luke    Harding',    'm'],    ['Josh    Singer',    'm']]  "	"  [['Bill    Condon',    'm']]  "	"  [['Hilde    De    Laere',    'NULL'],    ['Steve    Golin',    'm'],    ['Paul    Green',    'm'],    ['Jonathan    King',    'm'],    ['Jack    Morrissey',    'm'],    ['Jim    Shamoon',    'm'],    ['Richard    Sharkey',    'm'],    ['Jeff    Skoll',    'm'],    ['Michael    Sugar',    'm'],    ['Emmeline    Yang',    'NULL'],    ['Greg    Yolen',    'm']]  "	0.25	0.145941702	0	0	0	0
   Winter's    Tale   	1837709	-6	-4	31778861	3	2014	"  [['Akiva    Goldsman',    'm'],    ['Mark    Helprin',    'm']]  "	"  [['Akiva    Goldsman',    'm']]  "	"  [['Tony    Allard',    'NULL'],    ['Bruce    Berman',    'm'],    ['William    M.    Connor',    'm'],    ['Kerry    Foster',    'NULL'],    ['Akiva    Goldsman',    'm'],    ['Steven    Mnuchin',    'm'],    ['James    Packer',    'm'],    ['Marc    Platt',    'm'],    ['Michael    Tadross',    'm']]  "	-1.5	-1.5	0	0	0	0
   The    Truth    About    Emanuel   	1838520	-6	-4	4519	3	2013	"  [['Francesca    Gregorini',    'f'],    ['Sarah    Thorp',    'f']]  "	"  [['Francesca    Gregorini',    'f']]  "	"  [['Alice    Bamford',    'NULL'],    ['Matthew    R.    Brady',    'm'],    ['Peggy    Case',    'f'],    ['Claudia    Castillo',    'NULL'],    ['Juan    Carlos    Segura    G',    'm'],    ['Julia    Godzinskaya',    'f'],    ['Kenny    Goodman',    'NULL'],    ['Jonathan    Gray',    'm'],    ['Francesca    Gregorini',    'f'],    ['Kevin    Iwashina',    'm'],    ['Rooney    Mara',    'f'],    ['Michael    Sackler',    'm'],    ['Alex    Sagalchik',    'NULL'],    ['Paul    Schiff',    'm'],    ['Olga    Segura',    'f'],    ['Brent    Stiefel',    'm'],    ['Sarah    Thorp',    'f'],    ['Tatiana    von    Furstenberg',    'f'],    ['Luke    Watson',    'm']]  "	-1.5	-1.5	1	1	0.368421053	0.454545455
Gone	1838544	-6	-4	18968998	3	2012	"  [['Allison    Burnett',    'm']]  "	"  [['Heitor    Dhalia',    'm']]  "	"  [['Dan    Abrams',    'm'],    ['Matt    Berenson',    'm'],    ['Allison    Burnett',    'm'],    ['Ted    Gidlow',    'm'],    ['Sidney    Kimmel',    'm'],    ['Andre    Lamal',    'm'],    ['Gary    Lucchesi',    'm'],    ['Tom    Rosenberg',    'm'],    ['Chris    Salvaterra',    'm'],    ['Jim    Tauber',    'm'],    ['Bruce    Toll',    'm']]  "	-1.5	-1.5	0	0	0	0
   Ruby    Sparks   	1839492	-6	-4	9566420	3	2012	"  [['Zoe    Kazan',    'f']]  "	"  [['Jonathan    Dayton',    'm'],    ['Valerie    Faris',    'f']]  "	"  [['Albert    Berger',    'm'],    ['Paul    Dano',    'm'],    ['Robert    Graf',    'm'],    ['Zoe    Kazan',    'f'],    ['Ron    Yerxa',    'm']]  "	-1.5	-1.5	1	0.5	0.2	0.375
   The    Magic    of    Belle    Isle   	1839654	-6	-4	107303	3	2012	"  [['Guy    Thomas',    'm'],    ['Rob    Reiner',    'm'],    ['Andrew    Scheinman',    'm']]  "	"  [['Rob    Reiner',    'm']]  "	"  [['Liz    Glotzer',    'f'],    ['Jared    Goldman',    'm'],    ['Alan    Greisman',    'm'],    ['Lori    McCreary',    'f'],    ['Salli    Newman',    'f'],    ['Rob    Reiner',    'm'],    ['Martin    Shafer',    'm'],    ['David    Valdes',    'm']]  "	-1.5	-1.5	0	0	0.375	0.25
Divergent	1840309	-6	-4	294952420	3	2014	"  [['Evan    Daugherty',    'm'],    ['Vanessa    Taylor',    'f'],    ['Veronica    Roth',    'f']]  "	"  [['Neil    Burger',    'm']]  "	"  [['Lucy    Fisher',    'f'],    ['John    J.    Kelly',    'm'],    ['Michael    Paseornek',    'm'],    ['Pouya    Shahbazian',    'NULL'],    ['Rachel    Shane',    'f'],    ['Douglas    Wick',    'm']]  "	-1.5	-1.5	0.666666667	0	0.333333333	0.4
   The    Words   	1840417	6166593.409	11813999.53	13866571	1	2012	"  [['Brian    Klugman',    'm'],    ['Lee    Sternthal',    'm']]  "	"  [['Brian    Klugman',    'm'],    ['Lee    Sternthal',    'm']]  "	"  [['Michael    Benaroya',    'm'],    ['Bradley    Cooper',    'm'],    ['Cassian    Elwes',    'm'],    ['Rose    Ganguzza',    'f'],    ['Tatiana    Kelly',    'NULL'],    ['James    Lejsek',    'm'],    ['Laura    Rister',    'f'],    ['Ben    Sachs',    'm'],    ['Lisa    Wilson',    'f'],    ['Jim    Young',    'm']]  "	-1.5	-1.5	0	0	0.3	0.214285714
   Captain    America:    The    Winter    Soldier   	1843866	-6	-4	729776670	3	2014	"  [['Christopher    Markus',    'm'],    ['Stephen    McFeely',    'm'],    ['Joe    Simon',    'm'],    ['Jack    Kirby',    'm']]  "	"  [['Anthony    Russo',    'm'],    ['Joe    Russo',    'm']]  "	"  [['Victoria    Alonso',    'f'],    [Louis    D'Esposito,    'm'],    ['Kevin    Feige',    'm'],    ['Alan    Fine',    'm'],    ['Michael    Grillo',    'm'],    ['Stan    Lee',    'm'],    ['Nate    Moore',    'm']]  "	-1.5	-1.5	0	0	0.142857143	0.076923077
   Price    Check   	1845849	-6	-4	7769	3	2012	"  [['Michael    Walker',    'm']]  "	"  [['Michael    Walker',    'm']]  "	"  [['Dolly    Hall',    'f'],    ['Jill    Roy',    'f']]  "	-1.5	-1.5	0	0	1	0.5
   Django    Unchained   	1853728	102776563.9	167325830.2	445785913	1	2012	"  [['Quentin    Tarantino',    'm']]  "	"  [['Quentin    Tarantino',    'm']]  "	"  [['Reginald    Hudlin',    'm'],    ['Shannon    McIntosh',    'f'],    ['Pilar    Savone',    'f'],    ['Michael    Shamberg',    'm'],    ['Stacey    Sher',    'f'],    ['James    W.    Skotchdopole',    'm'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm']]  "	-1.5	-1.5	0	0	0.375	0.3
   You're    Next   	1853739	-6	-4	19455694	3	2011	"  [['Simon    Barrett',    'm']]  "	"  [['Adam    Wingard',    'm']]  "	"  [['Simon    Barrett',    'm'],    ['Keith    Calder',    'm'],    ['Chris    Harding',    'm'],    ['Kim    Sherman',    'NULL'],    ['Brock    Williams',    'm'],    ['Jessica    Wu',    'f']]  "	0.555555556	0.409507347	0	0	0.166666667	0.125
   Percy    Jackson:    Sea    of    Monsters   	1854564	91164391.2	69446555.57	205046423	3	2013	"  [['Marc    Guggenheim',    'm'],    ['Rick    Riordan',    'm']]  "	"  [['Thor    Freudenthal',    'm']]  "	"  [['Bill    Bannerman',    'm'],    ['Michael    Barnathan',    'm'],    ['Chris    Columbus',    'm'],    ['Mark    Morgan',    'm'],    ['Mark    Radcliffe',    'm'],    ['Karen    Rosenfelt',    'f']]  "	-1.5	-1.5	0	0	0.166666667	0.111111111
   End    of    Watch   	1855199	-6	-4	55587255	3	2012	"  [['David    Ayer',    'm']]  "	"  [['David    Ayer',    'm']]  "	"  [['Tobin    Armbrust',    'm'],    ['David    Ayer',    'm'],    ['Remington    Chase',    'm'],    ['Guy    East',    'm'],    ['Randall    Emmett',    'm'],    ['George    Furla',    'm'],    ['Brandon    Grimes',    'm'],    ['Jake    Gyllenhaal',    'm'],    ['Matt    Jackson',    'm'],    ['Adam    Kassan',    'm'],    ['John    Lesher',    'm'],    ['Jillian    Longnecker',    'f'],    ['Stepan    Martirosyan',    'NULL'],    ['Alex    Ott',    'NULL'],    ['Jeff    Rice',    'm'],    ['Nigel    Sinclair',    'm'],    ['Chrisann    Verges',    'f'],    ['Ian    Watermeier',    'm']]  "	0.333333333	0.135553471	0	0	0.111111111	0.1
   Resident    Evil:    Retribution   	1855325	-6	-4	251686899	3	2012	"  [['Paul    W.S.    Anderson',    'm']]  "	"  [['Paul    W.S.    Anderson',    'm']]  "	"  [['Paul    W.S.    Anderson',    'm'],    ['Jeremy    Bolt',    'm'],    ['Don    Carmody',    'm'],    ['Alexander    Dostal',    'm'],    ['Samuel    Hadida',    'm'],    ['Robert    Kulzer',    'm'],    ['Martin    Moszkowicz',    'm'],    ['Bernhard    Thur',    'NULL']]  "	0.363636364	0.543082022	0	0	0	0
   Tim    and    Eric's    Billion    Dollar    Movie   	1855401	-6	-4	211105	0	2012	"  [['Tim    Heidecker',    'm'],    ['Eric    Wareheim',    'm'],    ['Jonathan    Krisel',    'm'],    ['Doug    Lussenhop',    'm'],    ['Jon    Mugar',    'm']]  "	"  [['Tim    Heidecker',    'm'],    ['Eric    Wareheim',    'm']]  "	"  [['Ben    Cosgrove',    'm'],    ['Mark    Cuban',    'm'],    ['Darren    M.    Demetre',    'm'],    ['Will    Ferrell',    'm'],    ['Tim    Heidecker',    'm'],    ['Chris    Henchy',    'm'],    ['Dave    Kneebone',    'm'],    ['Adam    McKay',    'm'],    ['Jon    Mugar',    'm'],    ['Todd    Wagner',    'm'],    ['Eric    Wareheim',    'm']]  "	-1.5	-1.5	0	0	0	0
Alps	1859446	-6	-4	16892	3	2011	"  [['Efthymis    Filippou',    'NULL'],    ['Yorgos    Lanthimos',    'm']]  "	"  [['Yorgos    Lanthimos',    'm']]  "	"  [['Victoria    Bousis',    'f'],    ['Maria    Hatzakou',    'f'],    ['Matthew    Johnson',    'm'],    ['Thoma    Kikis',    'm'],    ['Yorgos    Lanthimos',    'm'],    ['Thanos    Papastergiou',    'NULL'],    ['Angeliki    Papoulia',    'f'],    ['Lee    Polydor',    'NULL'],    ['Athina    Rachel    Tsangari',    'f'],    ['Johnny    Vekris',    'm'],    ['Konstantina    Vonorta',    'NULL'],    ['Christos    Voudouris',    'NULL'],    ['Andreas    Zoupanos    Kritikos',    'NULL']]  "	-1.5	-1.5	0	0	0.307692308	0.25
   To    Rome    With    Love   	1859650	22096960.98	17147603.64	76760635	2	2012	"  [['Woody    Allen',    'm']]  "	"  [['Woody    Allen',    'm']]  "	"  [['Faruk    Alatan',    'NULL'],    ['Letty    Aronson',    'f'],    ['Giampaolo    Letta',    'NULL'],    ['David    Nichols',    'm'],    ['Helen    Robin',    'f'],    ['Jack    Rollins',    'm'],    ['Stephen    Tenenbaum',    'm']]  "	-1.5	-1.5	0	0	0.285714286	0.222222222
   17    Girls   	1860152	-6	-4	212091	3	2011	"  [['Delphine    Coulin',    'NULL'],    ['Muriel    Coulin',    'f']]  "	"  [['Delphine    Coulin',    'f'],    ['Muriel    Coulin',    'f']]  "	"  [['Denis    Freyd',    'm']]  "	-1.5	-1.5	0.5	1	0	0.6
Turbo	1860353	136746586.8	84102321.38	289917520	3	2013	"  [['Darren    Lemke',    'm'],    ['Robert    D.    Siegel',    'm'],    ['David    Soren',    'm']]  "	"  [['David    Soren',    'm']]  "	"  [['Susan    Slagle    Rogers',    'f'],    ['Lisa    Stewart',    'f']]  "	-1.5	-1.5	0	0	1	0.333333333
   Safety    Not    Guaranteed   	1862079	770824.3028	4122324.114	4203483	3	2012	"  [['Derek    Connolly',    'm']]  "	"  [['Colin    Trevorrow',    'm']]  "	"  [['Michael    B.    Clark',    'm'],    ['Derek    Connolly',    'm'],    ['Jay    Duplass',    'm'],    ['Mark    Duplass',    'm'],    ['John    Hodges',    'm'],    ['Stephanie    Langhoff',    'f'],    ['Lacey    Leavitt',    'f'],    ['Peter    Saraf',    'm'],    ['Colin    Trevorrow',    'm'],    ['Marc    Turtletaub',    'm']]  "	0.4	0.348229234	0	0	0.2	0.166666667
   The    Sessions   	1866249	-6	-4	9576978	2	2012	"  [['Ben    Lewin',    'm'],    [Mark    O'Brien,    'm']]  "	"  [['Ben    Lewin',    'm']]  "	"  [['Doug    Blake',    'm'],    ['Julius    Colman',    'm'],    ['Judi    Levine',    'f'],    ['Ben    Lewin',    'm'],    ['Stephen    Nemeth',    'm'],    ['Maurice    Silman',    'm']]  "	0.545454545	0.421469741	0	0	0.166666667	0.111111111
   The    East   	1869716	-6	-4	2463949	3	2013	"  [['Zal    Batmanglij',    'm'],    ['Brit    Marling',    'f']]  "	"  [['Zal    Batmanglij',    'm']]  "	"  [['Michael    Costigan',    'm'],    ['Jocelyn    Hayes',    'NULL'],    ['Brit    Marling',    'f'],    ['Jonathan    McCoy',    'm'],    ['Ridley    Scott',    'm'],    ['Tony    Scott',    'm']]  "	-1.5	-1.5	0.5	0	0.166666667	0.222222222
   Won't    Back    Down   	1870529	19527547.32	5458005.011	5565461	3	2012	"  [['Brin    Hill',    'NULL'],    ['Daniel    Barnz',    'm']]  "	"  [['Daniel    Barnz',    'm']]  "	"  [['Micheal    Flaherty',    'NULL'],    ['Mark    Johnson',    'm'],    ['Amanda    Morgan    Palmer',    'f'],    ['Ron    Schmidt',    'm'],    ['Tom    Williams',    'm']]  "	-1.5	-1.5	0	0	0.2	0.125
   Amazing    Spider-Man    2   	1872181	-6	-4	723870952	1	2014	"  [['Alex    Kurtzman',    'm'],    ['Roberto    Orci',    'm'],    ['Jeff    Pinkner',    'm'],    ['James    Vanderbilt',    'm'],    ['Stan    Lee',    'm'],    ['Steve    Ditko',    'm']]  "	"  [['Marc    Webb',    'm']]  "	"  [['Avi    Arad',    'm'],    ['Alex    Kurtzman',    'm'],    ['Stan    Lee',    'm'],    ['Roberto    Orci',    'm'],    ['Matthew    Tolmach',    'm'],    ['E.    Bennett    Walsh',    'm']]  "	-1.5	-1.5	0	0	0	0
