Title	IMDB	Budget	Dom Box Office	Intl Box Office	Score	Year	Writers	Directors	Producers	Female Char %	Female Talk %	Female Writer %	Female Director %	Female Producer %	Overall Female Production %	Genre
 Winter's Tale 	1837709	59542340.4	12504120.72	22297237.01	3	2014	" [['Akiva Goldsman', 'm'], ['Mark Helprin', 'm']] "	" [['Akiva Goldsman', 'm']] "	" [['Tony Allard', 'NULL'], ['Bruce Berman', 'm'], ['William M. Connor', 'm'], ['Kerry Foster', 'NULL'], ['Akiva Goldsman', 'm'], ['Steven Mnuchin', 'm'], ['James Packer', 'm'], ['Marc Platt', 'm'], ['Michael Tadross', 'm']] "	-1.5	-1.5	0	0	0	0	Drama
 X-Men: Days of Future Past 	1877832	198474468	232137260.1	742158332	1	2014	" [['Simon Kinberg', 'm'], ['Jane Goldman', 'f'], ['Matthew Vaughn', 'm']] "	" [['Bryan Singer', 'm']] "	" [['Todd Hallowell', 'm'], ['Simon Kinberg', 'm'], ['Stan Lee', 'm'], ['Josh McLaglen', 'm'], ['Hutch Parker', 'm'], ['Lauren Shuler Donner', 'f'], ['Bryan Singer', 'm'], ['Jason Taylor', 'm']] "	-1.5	-1.5	0.333333333	0	0.125	0.166666667	Action
 You're Not You 	1198156	-4.9618617	-11.90846808	505156.2236	3	2014	" [['Shana Feste', 'f'], ['Jordan Roberts', 'm'], ['Michelle Wildgen', 'f']] "	" [['George C. Wolfe', 'm']] "	" [['Azim Bolkiah', 'NULL'], ['Denise Di Novi', 'f'], ['Alison Greenspan', 'f'], ['Joanne Podmore', 'f'], ['Jon Schumacher', 'm'], ['Ellen H. Schwartz', 'f'], ['Molly Smith', 'f'], ['Hilary Swank', 'f'], ['Rhian Williams', 'NULL']] "	-1.5	-1.5	0.666666667	0	0.666666667	0.615384615	Drama
'71	2614684	-6	-4	1659990	0	2014	" [['Gregory Burke', 'm']] "	" [['Yann Demange', 'm']] "	" [['Leslie Finlay', 'NULL'], ['Lizzie Francke', 'f'], ['Robin Gutch', 'NULL'], ['Hugo Heppell', 'm'], ['Mark Herbert', 'm'], ['Angus Lamont', 'NULL'], ['Sam Lavender', ''], ['Dan MacRae', 'm'], ['Danny Perkins', 'm'], ['Tessa Ross', 'f']] "	-1.5	-1.5	0	0	0.2	0.166666667	&&&&
Annabelle	3322940	6450420.21	83631001.01	254914466.9	3	2014	" [['Gary Dauberman', 'm']] "	" [['John R. Leonetti', 'm']] "	" [['Richard Brener', 'm'], ['Walter Hamada', 'm'], ['Casey W. Hayes', 'NULL'], ['Chad Hayes', 'm'], ['Jenny Hinkey', 'f'], ['Steven Mnuchin', 'm'], ['Dave Neustadter', 'm'], ['Hans Ritter', 'm'], ['Peter Safran', 'm'], ['James Wan', 'm']] "	-1.5	-1.5	0	0	0.1	0.083333333	Horror
Annie	1823664	64504202.1	85255960.1	138773869	3	2014	" [['Will Gluck', 'm'], ['Aline Brosh McKenna', 'f'], ['Thomas Meehan', 'm'], ['Harold Gray', 'm']] "	" [['Will Gluck', 'm']] "	" [['Jay Brown', 'NULL'], ['Celia D. Costas', 'f'], ['Alicia Emmrich', 'NULL'], ['Will Gluck', 'm'], ['Jay Z', 'm'], ['James Lassiter', 'm'], ['Jada Pinkett Smith', 'f'], ['Caleeb Pinkett', 'm'], ['Tyran Smith', 'NULL'], ['Will Smith', 'm'], ['Jeffrey Wetzel', 'm']] "	-1.5	-1.5	0.25	0	0.181818182	0.1875	Musical
Barefoot	2355495	-4.9618617	14956.04354	14956.04354	3	2014	" [['Stephen Zotnowski', 'm']] "	" [['Andrew Fleming', 'm']] "	" [['Lisa Demetree', 'f'], ['David Scharf', 'm']] "	-1.5	-1.5	0	0	0.5	0.25	Romantic Comedy
Blended	1086772	44656755.3	45937650.97	127014471.1	2	2014	" [['Ivan Menchell', 'm'], ['Clare Sera', 'f']] "	" [['Frank Coraci', 'm']] "	" [['Barry Bernardi', 'm'], ['Bryan Brucks', 'm'], ['Allen Covert', 'm'], ['Jack Giarraputo', 'm'], ['Kevin Grady', 'm'], ['Tim Herlihy', 'm'], ['Mike Karz', 'm'], ['Aimee Keen', 'f'], ['Steve Koren', 'm'], ['Adam Sandler', 'm']] "	-1.5	-1.5	0.5	0	0.1	0.153846154	Romantic Comedy
Citizenfour	4044364	-6	-4	2857583	1	2014	[]	" [['Laura Poitras', 'f']] "	" [['Barbara Biemann', 'f'], ['Mathilde Bonnefoy', 'f'], ['Daniel Buresch', 'm'], ['Brenda Coughlin', 'NULL'], ['Kirsten Johnson', 'f'], ['David Menschel', 'm'], ['Sheila Nevins', 'f'], ['Laura Poitras', 'f'], ['Tom Quinn', 'm'], ['Sonja Scheider', 'NULL'], ['Katy Scoggin', 'f'], ['Jeff Skoll', 'm'], ['Steven Soderbergh', 'm'], ['Diane Weyermann', 'f'], ['Dirk Wilutzky', 'm']] "	-1.5	-1.5	-5	1	0.466666667	0.5	&&&&
Cooties	2490326	-6	-4	61319	1	2014	" [['Leigh Whannell', 'm'], ['Ian Brennan', 'm'], ['Josh C. Waller', 'm']] "	" [['Jonathan Milott', 'm'], ['Cary Murnion', 'm']] "	" [['Gevond Andreasyan', 'm'], ['Sarik Andreasyan', 'm'], ['Ian Brennan', 'm'], ['Douglas Brown', 'm'], ['George Castrounis', 'm'], ['Hayden Christensen', 'm'], ['Tove Christensen', 'm'], ['Ryan Farhoudi', 'm'], ['Georgy Malkov', 'm'], ['Spencer Medof', 'm'], ['Seth William Meier', 'm'], ['Daniel Noah', 'm'], ['Vladimir Polyakov', 'm'], ['Steven Schneider', 'm'], ['Josh C. Waller', 'm'], ['Michael Wexler', 'm'], ['Leigh Whannell', 'm'], ['Elijah Wood', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
Divergent	1840309	84351648.9	149796515.8	273909616.7	3	2014	" [['Evan Daugherty', 'm'], ['Vanessa Taylor', 'f'], ['Veronica Roth', 'f']] "	" [['Neil Burger', 'm']] "	" [['Lucy Fisher', 'f'], ['John J. Kelly', 'm'], ['Michael Paseornek', 'm'], ['Pouya Shahbazian', 'NULL'], ['Rachel Shane', 'f'], ['Douglas Wick', 'm']] "	-1.5	-1.5	0.666666667	0	0.333333333	0.4	Adventure
Godzilla	831387	158779574.4	199145380.2	525040456.6	2	2014	" [['Max Borenstein', 'm'], ['Dave Callaham', 'm']] "	" [['Gareth Edwards', 'm']] "	" [['Yoshimitsu Banno', 'm'], ['Bob Ducsay', 'm'], ['Alex Garcia', 'm'], ['Jon Jashni', 'm'], ['Kenji Okuhira', 'm'], ['Mary Parent', 'f'], ['Brian Rogers', 'm'], ['Thomas Tull', 'm'], ['Patricia Whitcher', 'f']] "	-1.5	-1.5	0	0	0.222222222	0.166666667	Action
Hercules	1267297	99237234	72134169.97	241532128.4	2	2014	" [['Ryan Condal', 'm'], ['Evan Spiliotopoulos', 'm'], ['Steve Moore', 'm']] "	" [['Brett Ratner', 'm']] "	" [['Sarah Aubrey', 'f'], ['Peter Berg', 'm'], ['Jesse Berger', 'NULL'], ['Ross Fanger', 'm'], ['Beau Flynn', 'm'], ['James M. Freitag', 'm'], ['Stephen Jones', 'm'], ['Barry Levine', 'm'], ['Brett Ratner', 'm']] "	-1.5	-1.5	0	0	0.111111111	0.076923077	Action
Laggies	2034031	-4.9618617	436979.2515	2245178.907	3	2014	" [['Andrea Seigel', 'NULL']] "	" [['Lynn Shelton', 'f']] "	" [['Gordon Bijelonic', 'm'], ['Stuart Brown', 'm'], ['Craig Chapman', 'm'], ['Kevin Scott Frakes', 'm'], ['Steve Golin', 'm'], ['Paul Green', 'm'], ['Lacey Leavitt', 'f'], ['Alix Madigan', 'NULL'], ['Zubin Nagpal', 'NULL'], ['Myles Nestel', 'NULL'], ['Jennifer Roth', 'f'], ['Ankur Rungta', 'm'], ['Vishal Rungta', 'm'], ['Shawn Simpson', 'NULL'], ['Raj Brinder Singh', 'm'], ['Rosalie Swedlin', 'NULL'], ['Peggy Taylor', 'f'], ['Lisa Wilson', 'f'], ['Niall McComiskey', 'NULL']] "	-1.5	-1.5	0	1	0.210526316	0.238095238	Romantic Comedy
Leviathan	2802154	-6	-4	1115749	3	2014	" [['Oleg Negin', 'm'], ['Andrey Zvyagintsev', 'm']] "	" [['Andrey Zvyagintsev', 'm']] "	" [['Ekaterina Marakulina', 'NULL'], ['Sergey Melkumov', 'm'], ['Alexander Rodnyansky', 'm'], ['Marianna Sardarova', 'f']] "	-1.5	-1.5	0	0	0.25	0.142857143	&&&&
Neighbors	2004420	17862702.12	148941988.9	268877756	3	2014	" [['Andrew Jay Cohen', 'm'], [""""Brendan O'Brien"""", 'm']] "	" [['Nicholas Stoller', 'm']] "	" [['Brian Bell', 'm'], ['Andrew Jay Cohen', 'm'], ['Joseph Drake', 'm'], ['Meryl Emmerton', 'NULL'], ['Evan Goldberg', 'm'], ['Nathan Kahane', 'm'], ['Matthew F. Leonetti Jr.', 'm'], [""""Brendan O'Brien"""", 'm'], ['Seth Rogen', 'm'], ['James Weaver', 'm']] "	-1.5	-1.5	0	0	0	0	Comedy
Non-Stop	2024469	49618617	91042382	220686792.7	3	2014	" [['John W. Richardson', 'm'], ['Christopher Roach', 'm'], ['Ryan Engle', 'm']] "	" [['Jaume Collet-Serra', 'm']] "	" [['Olivier Courson', 'm'], ['Herb Gains', 'm'], ['Ron Halpern', 'm'], ['Alex Heineman', 'NULL'], ['Adam Kuhn', 'm'], ['Richard Mirisch', 'm'], ['Steve Richards', 'm'], ['Andrew Rona', 'm'], ['Joel Silver', 'm'], ['Jeff Wadlow', 'm']] "	-1.5	-1.5	0	0	0	0	Action
Paddington	1109624	54580478.7	-11.90846808	257561736.2	3	2014	" [['Paul King', 'm'], ['Hamish McColl', 'm']] "	" [['Paul King', 'm']] "	" [['Rosie Alison', 'f'], ['Jeffery Clifford', 'NULL'], ['Olivier Courson', 'm'], ['Alexandra Ferguson', 'f'], ['Ron Halpern', 'm'], ['David Heyman', 'm'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm']] "	-1.5	-1.5	0	0	0.25	0.181818182	Adventure
Pride	3169706	-6	-4	7681630	3	2014	" [['Stephen Beresford', 'm']] "	" [['Matthew Warchus', 'm']] "	" [['James Clayton', 'm'], ['Christine Langan', 'f'], ['David Livingstone', 'm'], ['Cameron McCracken', 'm']] "	-1.5	-1.5	0	0	0.25	0.166666667	&&&&
Robocop	1234721	-6	-4	247785433	2	2014	" [['Joshua Zetumer', 'm'], ['Edward Neumeier', 'm'], ['Michael Miner', 'm']] "	" [['Jose Padilha', 'm']] "	" [['Marc Abraham', 'm'], ['Gary Barber', 'm'], ['Roger Birnbaum', 'm'], ['Bill Carraro', 'm'], ['Mike Medavoy', 'm'], ['Arnold Messer', 'm'], ['Eric Newman', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
Tammy	2103254	19847446.8	83880700.74	93214883.52	3	2014	" [['Melissa McCarthy', 'f'], ['Ben Falcone', 'm']] "	" [['Ben Falcone', 'm']] "	" [['Richard Brener', 'm'], ['Rob Cowan', 'm'], ['Michael Disco', 'm'], ['Ben Falcone', 'm'], ['Will Ferrell', 'm'], ['Chris Henchy', 'm'], ['Melissa McCarthy', 'f'], ['Adam McKay', 'm'], ['Kevin J. Messick', 'm']] "	-1.5	-1.5	0.5	0	0.111111111	0.166666667	Comedy
Treehouse	1791681	-6	-4	3318250	3	2014	" [['Alex Child', 'NULL'], ['Miles Harrington', 'm']] "	" [['Michael G. Bartlett', 'm']] "	" [['Jeremy M. Borg', 'm'], ['J. Christopher Campbell', 'm'], ['Alex Child', 'NULL'], ['Michael Guy Ellis', 'm'], ['Hilton Garrett', 'm'], ['Daniel Greenspan', 'm'], ['Miles Harrington', 'm'], ['Sarah Kessinger', 'f'], ['Marios Lourides', 'NULL'], ['Andy W. Meyer', 'NULL'], ['Richard Michael', 'm'], ['Martin Myers', 'm'], ['Drew Sawyer', 'm'], ['Steve Weston', 'm']] "	-1.5	-1.5	0	0	0.071428571	0.058823529	&&&&
Unbroken	1809398	64504202.1	114755848.5	162280489.4	0	2014	" [['Joel Coen', 'm'], ['Ethan Coen', 'm'], ['Richard LaGravenese', 'm'], ['William Nicholson', 'm'], ['Laura Hillenbrand', 'f']] "	" [['Angelina Jolie', 'f']] "	" [['Matthew Baer', 'm'], ['Mick Garris', 'm'], ['Holly Goline', 'f'], ['Jon Jashni', 'm'], ['Angelina Jolie', 'f'], ['Joseph P. Reidy', 'm'], ['Erwin Stoff', 'm'], ['Clayton Townsend', 'm'], ['Thomas Tull', 'm'], ['Michael Vieira', 'm']] "	-1.5	-1.5	0.2	1	0.2	0.25	Drama
Unfriended	3713166	-6	-4	64202614	3	2014	" [['Nelson Greaves', 'NULL']] "	" [['Levan Gabriadze', 'm']] "	" [['Timur Bekmambetov', 'm'], ['Jason Blum', 'm'], ['Nelson Greaves', 'NULL'], ['Alan Khamoui', 'm'], ['Couper Samuelson', 'm'], ['Adam Sidman', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
Zombeavers	2784512	-6	-4	8334	3	2014	" [['Al Kaplan', 'NULL'], ['Jordan Rubin', 'm'], ['Jon Kaplan', 'm']] "	" [['Jordan Rubin', 'm']] "	" [['Evan Astrowsky', 'm'], ['Chris Bender', 'm'], ['Corey Large', 'm'], ['Christopher Lemole', 'm'], ['Theodore Miller', 'm'], ['Alan Pao', 'm'], ['William Rosenfeld', 'm'], ['J.C. Spink', 'm'], ['Jake Weiner', 'm'], ['Tim Zajaros', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
 Avengers: Age of Ultron 	2395427	250000000	459005868	1404705868	3	2015	" [['Joss Whedon', 'm'], ['Stan Lee', 'm'], ['Jack Kirby', 'm']] "	" [['Joss Whedon', 'm']] "	" [['Victoria Alonso', 'f'], ['Mitchell Bell', 'm'], [""""Louis D'Esposito"""", 'm'], ['Jon Favreau', 'm'], ['Kevin Feige', 'm'], ['Alan Fine', 'm'], ['Jeremy Latcham', 'm'], ['Stan Lee', 'm'], ['Patricia Whitcher', 'f']] "	-1.5	-1.5	0	0	0.222222222	0.153846154	Action
 Barely Lethal 	1731701	-5	4912	214826	3	2015	" [[""""John D'Arco"""", 'm']] "	" [['Kyle Newman', 'm']] "	" [['Alexis Bishop', 'NULL'], ['John Cheng', 'm'], ['Sukee Chew', 'NULL'], ['Vanessa Coifman', 'f'], ['Kevin Cornish', 'm'], ['Arianne Fraser', 'f'], ['C.C. Hang', 'NULL'], ['Ted Hartley', 'm'], ['Molly Hassell', 'f'], ['William Leo Kiely III', 'm'], ['William Leo Kiely IV', 'm'], ['Harrison Kordestani', 'm'], ['Joseph McKelheer', 'm'], ['Brigitte Mueller', 'f'], ['Brett Ratner', 'm'], ['James Reach', 'm'], ['Philip Rose', 'm'], ['Suzanne Rosencrans', 'f']] "	-1.5	-1.5	0	0	0.277777778	0.25	Comedy
 Black Mass 	1355683	53000000	62575678	98837872	1	2015	" [['Mark Mallouk', 'm'], ['Jez Butterworth', 'm'], ['Dick Lehr', 'm'], [""""Gerard O'Neill"""", 'm']] "	" [['Scott Cooper', 'm']] "	" [['Michael Bassick', 'm'], ['Scott Cooper', 'm'], ['Brett Granstaff', 'm'], ['Gary Granstaff', 'm'], ['Phil Hunt', 'm'], ['Adam Kassan', 'm'], ['John Lesher', 'm'], ['Peter Mallouk', 'm'], ['Ray Mallouk', 'm'], ['Patrick McCormick', 'm'], ['Brian Oliver', 'm'], ['James Packer', 'm'], ['Brett Ratner', 'm'], ['Chuck Rock', 'm'], ['Compton Ross', 'm'], ['Tyler Thompson', 'm'], ['Christopher Woodrow', 'm']] "	-1.5	-1.5	0	0	0	0	Drama
 Child 44 	1014763	50000000	1224330	3434330	2	2015	" [['Richard Price', 'm'], ['Tom Rob Smith', 'm']] "	" [['Daniel Espinosa', 'm']] "	" [['Maria Cestone', 'f'], ['Molly Conners', 'f'], ['Elishia Holmes', 'NULL'], ['Sarah E. Johnson', 'f'], ['Adam Merims', 'm'], ['David Minkowski', 'm'], ['Hoyt David Morgan', 'm'], ['Kevin Plank', 'm'], ['Michael Schaefer', 'm'], ['Ridley Scott', 'm'], ['Greg Shapiro', 'm'], ['Matthew Stillman', 'm'], ['Douglas Urbanski', 'm']] "	-1.5	-1.5	0	0	0.230769231	0.1875	Thriller/Suspense
 Crimson Peak 	2554274	55000000	31090320	75466595	3	2015	" [['Guillermo del Toro', 'm'], ['Matthew Robbins', 'm']] "	" [['Guillermo del Toro', 'm']] "	" [['Guillermo del Toro', 'm'], ['Callum Greene', 'm'], ['Jon Jashni', 'm'], ['Jillian Share', 'f'], ['Thomas Tull', 'm']] "	-1.5	-1.5	0	0	0.2	0.125	Horror
 Do You Believe? 	4056738	2300000	12985600	14305540	3	2015	" [['Chuck Konzelman', 'm'], ['Cary Solomon', 'NULL']] "	" [['Jon Gunn', 'm']] "	" [['Harold Cronk', 'm'], ['Troy Duhon', 'm'], ['Brent Ryan Green', 'm'], ['Elizabeth Hatcher-Travis', 'f'], ['Robert Katz', 'm'], ['Chuck Konzelman', 'm'], ['Mona Nahm', 'f'], ['Vance Null', 'NULL'], ['Carol Oster', 'f'], ['Merrill Oster', 'NULL'], ['Michael Scott', 'm'], ['Matt Shapira', 'm'], ['Cary Solomon', 'NULL'], ['David A.R. White', 'm'], ['Russell Wolfe', 'm']] "	-1.5	-1.5	0	0	0.2	0.166666667	Drama
 Drunk Wedding 	1950135	600000	3301	3301	2	2015	" [['Anthony Weiss', 'm'], ['Nick Weiss', 'm']] "	" [['Nick Weiss', 'm']] "	" [['Anders Bard', 'NULL'], ['Craig Conolly', 'm'], ['John Hamburg', 'm'], ['Gabriela Revilla Lugo', 'f'], ['Couper Samuelson', 'm']] "	-1.5	-1.5	0	0	0.2	0.125	Comedy
 Fantastic Four 	1502712	120000000	56117548	167117548	0	2015	" [['Jeremy Slater', 'm'], ['Simon Kinberg', 'm'], ['Josh Trank', 'm'], ['Stan Lee', 'm'], ['Jack Kirby', 'm']] "	" [['Josh Trank', 'm']] "	" [['Avi Arad', 'm'], ['Bill Bannerman', 'm'], ['Gregory Goodman', 'm'], ['Simon Kinberg', 'm'], ['Robert Kulzer', 'm'], ['Stan Lee', 'm'], ['Mark Millar', 'm'], ['Hutch Parker', 'm'], ['Matthew Vaughn', 'm']] "	-1.5	-1.5	0	0	0	0	Action
 Fifty Shades of Grey 	2322441	40000000	166167230	570998101	3	2015	" [['Kelly Marcel', 'f'], ['E.L. James', 'f']] "	" [['Sam Taylor-Johnson', 'f']] "	" [['Jeb Brody', 'm'], ['Dana Brunetti', 'm'], ['Michael De Luca', 'm'], ['E.L. James', 'f'], ['Marcus Viscidi', 'm']] "	-1.5	-1.5	1	1	0.2	0.5	Drama
 Furious 7 	2820852	190000000	351032910	1516748684	3	2015	" [['Chris Morgan', 'm']] "	" [['James Wan', 'm']] "	" [['Brandon Birtell', 'm'], ['Vin Diesel', 'm'], ['Michael Fottrell', 'm'], ['Amanda Lewis', 'f'], ['Adam McCarthy', 'm'], ['Chris Morgan', 'm'], ['Neal H. Moritz', 'm'], ['Samantha Vincent', 'f']] "	-1.5	-1.5	0	0	0.25	0.2	Action
 Hotel Transylvania 2 	2510894	80000000	169700110	470751398	2	2015	" [['Robert Smigel', 'm'], ['Adam Sandler', 'm']] "	" [['Genndy Tartakovsky', 'm']] "	" [['Allen Covert', 'm'], ['Skye Lyons', 'NULL'], ['Michelle Murdocca', 'f'], ['Adam Sandler', 'm'], ['Robert Smigel', 'm'], ['Ben Waisbren', 'm']] "	-1.5	-1.5	0	0	0.166666667	0.111111111	Comedy
 Insidious: Chapter 3 	3195644	-6	-4	112818306	3	2015	" [['Leigh Whannell', 'm']] "	" [['Leigh Whannell', 'm']] "	" [['Jason Blum', 'm'], ['Jeanette Brill', 'f'], ['Lia Buman', 'NULL'], ['Bailey Conway', 'f'], ['Phillip Dawe', 'm'], ['Brian Kavanaugh-Jones', 'm'], ['Charles Layton', 'm'], ['Xavier Marchand', 'm'], ['Rick Osako', 'm'], ['Oren Peli', 'm'], ['Peter Schlessel', 'm'], ['Steven Schneider', 'm'], ['James Wan', 'm']] "	-1.5	-1.5	0	0	0.153846154	0.133333333	&&&&
 Irrational Man 	3715320	-5	4030360	27938377	2	2015	" [['Woody Allen', 'm']] "	" [['Woody Allen', 'm']] "	" [['Letty Aronson', 'f'], ['Jack Rollins', 'm'], ['Adam B. Stern', 'm'], ['Stephen Tenenbaum', 'm'], ['Edward Walson', 'm']] "	-1.5	-1.5	0	0	0.2	0.142857143	Comedy
 Jupiter Ascending 	1617661	179000000	47482519	181982519	3	2015	" [['Andy Wachowski', 'm'], ['Lana Wachowski', 'f']] "	" [['Andy Wachowski', 'm'], ['Lana Wachowski', 'f']] "	" [['Bruce Berman', 'm'], ['Grant Hill', 'm'], ['Roberto Malerba', 'm'], ['Andy Wachowski', 'm'], ['Lana Wachowski', 'f']] "	-1.5	-1.5	0.5	0.5	0.2	0.333333333	Action
 Jurassic World 	369610	215000000	652198010	1671640593	3	2015	" [['Rick Jaffa', 'm'], ['Amanda Silver', 'f'], ['Colin Trevorrow', 'm'], ['Derek Connolly', 'm']] "	" [['Colin Trevorrow', 'm']] "	" [['Patrick Crowley', 'm'], ['Frank Marshall', 'm'], ['Steven Spielberg', 'm'], ['Thomas Tull', 'm'], ['Trevor Waterson', 'm']] "	-1.5	-1.5	0.25	0	0	0.1	Action
 Mad Max: Fury Road 	1392190	150000000	153636354	370742166	3	2015	" [['George Miller', 'm'], ['Brendan McCarthy', 'm'], ['Nick Lathouris', 'm']] "	" [['George Miller', 'm']] "	" [['Bruce Berman', 'm'], ['Graham Burke', 'm'], ['Christopher DeFaria', 'm'], ['George Miller', 'm'], ['Doug Mitchell', 'm'], ['Steven Mnuchin', 'm'], ['Holly Radcliffe', 'f'], ['Iain Smith', 'm'], ['Courtenay Valenti', 'f'], ['P.J. Voeten', 'NULL']] "	-1.5	-1.5	0	0	0.2	0.142857143	Action
 Magic Mike XXL 	2268016	14500000	66013057	123709460	3	2015	" [['Reid Carolin', 'm']] "	" [['Gregory Jacobs', 'm']] "	" [['Julie M. Anderson', 'f'], ['Reid Carolin', 'm'], ['Gregory Jacobs', 'm'], ['Steven Soderbergh', 'm'], ['Channing Tatum', 'm'], ['Nick Wechsler', 'm']] "	-1.5	-1.5	0	0	0.166666667	0.125	Comedy
 Maze Runner: The Scorch Trials 	4046784	61000000	81697192	310697192	3	2015	" [['T.S. Nowlin', 'NULL'], ['James Dashner', 'm']] "	" [['Wes Ball', 'm']] "	" [['Marty Bowen', 'm'], ['Eddie Gamarra', 'm'], ['Wyck Godfrey', 'm'], ['Ellen Goldsmith-Vein', 'f'], ['Joe Hartwick Jr.', 'm'], ['Lee Stollman', 'm'], ['Lindsay Williams', 'm']] "	-1.5	-1.5	0	0	0.142857143	0.1	Thriller/Suspense
 Mission: Impossible - Rogue Nation 	2381249	-6	-4	682330139	0	2015	" [['Christopher McQuarrie', 'm'], ['Drew Pearce', 'm'], ['Bruce Geller', 'm']] "	" [['Christopher McQuarrie', 'm']] "	" [['J.J. Abrams', 'm'], ['Bryan Burk', 'm'], ['Tom Cruise', 'm'], ['David Ellison', 'm'], ['Dana Goldberg', 'f'], ['Don Granger', 'm'], ['Jake Myers', 'm']] "	-1.5	-1.5	0	0	0.142857143	0.090909091	&&&&
 Mr. Holmes 	3168230	-5	17737646	28496982	1	2015	" [['Mitch Cullin', 'm'], ['Jeffrey Hatcher', 'm'], ['Arthur Conan Doyle', 'm']] "	" [['Bill Condon', 'm']] "	" [['Luca Borghese', 'NULL'], ['Iain Canning', 'm'], ['Anne Carey', 'f'], ['Aviv Giladi', 'NULL'], ['Jack Morrissey', 'm'], ['Amy Nauiokas', 'f'], ['Paul Ritchie', 'm'], ['Emile Sherman', 'm'], ['Greg Yolen', 'm']] "	-1.5	-1.5	0	0	0.222222222	0.153846154	Drama
 Pitch Perfect 2 	2848292	29000000	183785415	287130801	3	2015	" [['Kay Cannon', 'f']] "	" [['Elizabeth Banks', 'f']] "	" [['Elizabeth Banks', 'f'], ['Paul Brooks', 'm'], ['Kay Cannon', 'f'], ['Max Handelman', 'NULL'], ['Jeff Levine', 'm'], ['Jason Moore', 'm'], ['Scott Niemeyer', 'm']] "	-1.5	-1.5	1	1	0.285714286	0.444444444	Comedy
 Ricki and the Flash 	3623726	18000000	26822144	41148679	3	2015	" [['Diablo Cody', 'f']] "	" [['Jonathan Demme', 'm']] "	" [['Ronald M. Bozman', 'm'], ['Rocco Caruso', 'NULL'], ['Mason Novick', 'm'], ['Marc Platt', 'm']] "	-1.5	-1.5	1	0	0	0.166666667	Drama
 Shaun the Sheep Movie 	2872750	-6	-4	83475982	0	2015	" [['Mark Burton', 'm'], ['Richard Starzak', 'm']] "	" [['Mark Burton', 'm'], ['Richard Starzak', 'm']] "	" [['Sean Clarke', 'NULL'], ['Olivier Courson', 'm'], ['Alicia Gold', 'NULL'], ['Ron Halpern', 'm'], ['Paul Kewley', 'm'], ['Kerry Lock', 'NULL'], ['Julie Lockhart', 'f'], ['Peter Lord', 'm'], ['Nick Park', 'm'], ['Carla Shelley', 'f'], ['David Sproxton', 'm']] "	-1.5	-1.5	0	0	0.181818182	0.133333333	&&&&
 Strange Magic 	4191054	-5	-12	13377939	3	2015	" [['Irene Mecchi', 'f'], ['Gary Rydstrom', 'm'], ['George Lucas', 'm'], ['David Berenbaum', 'm']] "	" [['Gary Rydstrom', 'm']] "	" [['Kiri Hart', 'f'], ['Ben Lock', 'm'], ['George Lucas', 'm'], ['Sarah McArthur', 'f'], ['Jason D. McGatlin', 'm'], ['Mark S. Miller', 'm'], ['Kevin Munroe', 'm'], ['Rayne Roberts', 'NULL']] "	-1.5	-1.5	0.25	0	0.25	0.230769231	Adventure
 Ted 2 	2637276	68000000	81284830	217022588	1	2015	" [['Seth MacFarlane', 'm'], ['Alec Sulkin', 'm'], ['Wellesley Wild', 'm']] "	" [['Seth MacFarlane', 'm']] "	" [['Jason Clark', 'm'], ['John Jacobs', 'm'], ['Mark Kamine', 'm'], ['Seth MacFarlane', 'm'], ['Scott Stuber', 'm'], ['John Wiseman', 'm']] "	-1.5	-1.5	0	0	0	0	Comedy
 The Age of Adaline 	1655441	30000000	42629776	69057415	3	2015	" [['J. Mills Goodloe', 'm'], ['Salvador Paskowitz', 'm']] "	" [['Lee Toland Krieger', 'm']] "	" [['Steve Golin', 'm'], ['David Kern', 'm'], ['Sidney Kimmel', 'm'], ['Andre Lamal', 'm'], ['Gary Lucchesi', 'm'], ['Alix Madigan', 'f'], ['Eric Reid', 'm'], ['Tom Rosenberg', 'm'], ['Jim Tauber', 'm'], ['Bruce Toll', 'm'], ['Brad Van Arragon', 'm'], ['Richard S. Wright', 'm']] "	-1.5	-1.5	0	0	0.083333333	0.066666667	Drama
 The DUFF 	1666801	8500000	34030343	43528634	3	2015	" [['Josh A. Cagan', 'm'], ['Kody Keplinger', 'NULL']] "	" [['Ari Sandel', 'm']] "	" [['Steven Bello', 'm'], ['Susan Cartsonis', 'f'], ['Ted Gidlow', 'm'], ['McG', 'm'], ['Lane Shefter Bishop', 'f'], ['Mary Viola', 'f']] "	-1.5	-1.5	0	0	0.5	0.333333333	Comedy
