person1	 person1  av 	person2	 person2  av 	sharedTitles	numSharedTitles
 George  Clooney 	1.2857142857142858	 Chay  Carter 	2.3333333333333335	['Argo']	1	3.0
 George  Clooney 	1.2857142857142858	 David  Klawans 	1.5	['Argo']	1	3.0
 George  Clooney 	1.2857142857142858	 Amy  Herman 	2.3333333333333335	['Argo']	1	3.0
 George  Clooney 	1.2857142857142858	 Joshuah  Bearman 	2.0	['Argo']	1	3.0
 George  Clooney 	1.2857142857142858	 Chris  Terrio 	3	['Argo']	1	3.0
 George  Clooney 	1.2857142857142858	 Tony  Mendez 	3	['Argo']	1	3.0
 Grant  Heslov 	1.1666666666666667	 Ethan  Coen 	1.8333333333333333	 ['  Intolerable  Cruelty  '] 	1	3.0
 Grant  Heslov 	1.1666666666666667	 Joel  Coen 	1.8333333333333333	 ['  Intolerable  Cruelty  '] 	1	3.0
 Grant  Heslov 	1.1666666666666667	 Brian  Grazer 	2.074074074074074	 ['  Intolerable  Cruelty  '] 	1	3.0
 Grant  Heslov 	1.1666666666666667	 Chris  Brigham 	1.875	['Argo']	1	3.0
 Grant  Heslov 	1.1666666666666667	 Graham  King 	1.6842105263157894	['Argo']	1	3.0
 Grant  Heslov 	1.1666666666666667	 Tim  Headington 	1.9090909090909092	['Argo']	1	3.0
 Grant  Heslov 	1.1666666666666667	 Ben  Affleck 	2.0	['Argo']	1	3.0
 Grant  Heslov 	1.1666666666666667	 Chay  Carter 	2.3333333333333335	['Argo']	1	3.0
 Grant  Heslov 	1.1666666666666667	 David  Klawans 	1.5	['Argo']	1	3.0
 Grant  Heslov 	1.1666666666666667	 Amy  Herman 	2.3333333333333335	['Argo']	1	3.0
 Grant  Heslov 	1.1666666666666667	 Joshuah  Bearman 	2.0	['Argo']	1	3.0
 Grant  Heslov 	1.1666666666666667	 Chris  Terrio 	3	['Argo']	1	3.0
 Grant  Heslov 	1.1666666666666667	 Tony  Mendez 	3	['Argo']	1	3.0
 Barbara  A.  Hall 	1.3	 Lianne  Halfon 	3.0	 ['  Art  School  Confidential  '] 	1	3.0
 Barbara  A.  Hall 	1.3	 Russell  Smith 	2.75	 ['  Art  School  Confidential  '] 	1	3.0
 Barbara  A.  Hall 	1.3	 Joe  Wright 	2.0	['Hanna']	1	3.0
 Barbara  A.  Hall 	1.3	 John  Malkovich 	3.0	 ['  Art  School  Confidential  '] 	1	3.0
 Jeff  Skoll 	2.285714285714286	 Richard  Linklater 	2.0588235294117645	 ['  Fast  Food  Nation  '] 	1	3.0
 Jeff  Skoll 	2.285714285714286	 Kathleen  Kennedy 	2.0000000000000004	['Lincoln']	1	3.0
 Jeff  Skoll 	2.285714285714286	 Aaron  Sorkin 	2.2	 ["  Charlie  Wilson's  War  "] 	1	3.0
 Jeff  Skoll 	2.285714285714286	 Tom  McCarthy 	2.5555555555555554	 ['  The  Visitor  '] 	1	3.0
 Jeff  Skoll 	2.285714285714286	 Oprah  Winfrey 	3.0	 ['  The  Hundred-Foot  Journey  '] 	1	3.0
 Jeff  Skoll 	2.285714285714286	 Tony  Kushner 	2.0	['Lincoln']	1	3.0
 Jeff  Skoll 	2.285714285714286	 Doris  Kearns  Goodwin 	3	['Lincoln']	1	3.0
 Sidney  Kimmel 	2.11764705882353	 Spike  Jonze 	2.0	 ['"  Synecdoche,  New  York  "'] 	1	3.0
 Sidney  Kimmel 	2.11764705882353	 Steve  Golin 	2.2666666666666666	 ['  The  Age  of  Adaline  '] 	1	3.0
 Sidney  Kimmel 	2.11764705882353	 Taylor  Hackford 	3.0	['Parker']	1	3.0
 Sidney  Kimmel 	2.11764705882353	 Brad  Van  Arragon 	2.8333333333333335	 ['  The  Age  of  Adaline  '] 	1	3.0
 Helen  Estabrook 	2.3333333333333335	 Lianne  Halfon 	3.0	 ['  Young  Adult  ',  '"  Jeff,  Who  Lives  at  Home  "'] 	2	3.0
 Helen  Estabrook 	2.3333333333333335	 Russell  Smith 	2.75	 ['  Young  Adult  ',  '"  Jeff,  Who  Lives  at  Home  "'] 	2	3.0
 Helen  Estabrook 	2.3333333333333335	 Nathan  Kahane 	2.3846153846153855	 ['  Young  Adult  '] 	1	3.0
 Helen  Estabrook 	2.3333333333333335	 Mason  Novick 	2.375	 ['  Young  Adult  '] 	1	3.0
 Helen  Estabrook 	2.3333333333333335	 Kelli  Konop 	2.5384615384615383	 ['  Young  Adult  '] 	1	3.0
 Helen  Estabrook 	2.3333333333333335	 John  Malkovich 	3.0	 ['  Young  Adult  '] 	1	3.0
 Helen  Estabrook 	2.3333333333333335	 Diablo  Cody 	3.0	 ['  Young  Adult  '] 	1	3.0
 Lianne  Halfon 	3.0	 Jason  Reitman 	2.230769230769231	 ['  Young  Adult  ',  '"  Jeff,  Who  Lives  at  Home  "',  'Juno'] 	3	3.0
 Lianne  Halfon 	3.0	 Russell  Smith 	2.75	 ['  Cesar  Chavez  ',  '  Young  Adult  ',  '  The  Perks  of  Being  a  Wallflower  ',  '  Art  School  Confidential  ',  '"  Jeff,  Who  Lives  at  Home  "',  'Juno',  '  Ghost  World  '] 	7	3.0
 Lianne  Halfon 	3.0	 Joseph  Drake 	2.5238095238095237	['Juno']	1	3.0
 Lianne  Halfon 	3.0	 Nathan  Kahane 	2.3846153846153855	 ['  Young  Adult  ',  'Juno'] 	2	3.0
 Lianne  Halfon 	3.0	 Mason  Novick 	2.375	 ['  Young  Adult  ',  'Juno'] 	2	3.0
 Lianne  Halfon 	3.0	 Kelli  Konop 	2.5384615384615383	 ['  Young  Adult  ',  'Juno'] 	2	3.0
